Especies	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	C_20	C_21	C_22	C_23	C_24	C_25	C_26	C_27	C_28	C_29	C_30	C_31	C_32	C_33	C_34	C_35	C_36	C_37	C_38	C_39	C_40	C_41	C_42	C_43	C_44	C_45	C_46	C_47	C_48	C_49	C_50	C_51	C_52	C_53	C_54	C_55	C_56	C_57	C_58	C_59	C_60	C_61	C_62	C_63	C_64	C_65	C_66	C_67	C_68	C_69	C_70	C_71
Leptodactylus bolivianus_01	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_02	3	3	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_03	3	3	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_04	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_05	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_06	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_07	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_08	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_09	3	3	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus bolivianus_10	3	3	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	1	4	2	2	1	2	4	2	4	1	NA	9	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	2	2	2
Leptodactylus colombiensis_01	3	3	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	2	1	2	1	1	2	4	2	1	1	NA	9	5	5	5	1	1	1	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	2	1	3	2	2	2
Leptodactylus colombiensis_02	3	3	2	3	2	1	2	1	1	1	2	1	2	1	3	2	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	1	1	NA	9	5	5	5	1	1	1	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	2	1	3	2	2	2
Leptodactylus colombiensis_03	3	3	2	3	2	1	2	1	1	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	1	4	2	1	1	2	4	2	1	1	NA	9	5	5	5	1	1	1	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	2	1	3	2	2	2
Leptodactylus colombiensis_04	3	3	2	3	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	1	2	4	2	1	1	NA	9	5	5	5	1	1	1	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	2	1	3	2	2	2
Leptodactylus fragilis_01	3	3	2	3	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_02	3	3	2	3	3	2	2	1	1	1	2	1	2	1	3	1	1	1	1	3	1	2	2	1	1	4	2	1	4	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_03	3	3	2	3	3	2	2	1	1	1	2	1	2	1	3	1	1	1	1	3	1	2	2	1	1	4	2	1	4	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_04	3	3	2	3	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_05	3	3	2	3	2	1	2	1	1	1	2	1	2	1	3	1	1	1	1	3	1	1	2	1	1	4	2	1	4	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_06	3	3	2	3	3	2	2	1	1	1	2	1	2	1	3	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_07	3	3	2	3	3	2	2	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	2	4	2	1	4	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_08	3	3	2	3	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_09	3	3	2	3	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fragilis_10	3	3	2	3	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	1	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	3	2	1	1
Leptodactylus fuscus_01	3	3	2	3	3	2	1	1	2	2	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_02	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_03	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_04	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_05	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_06	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_07	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_08	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_09	3	3	2	3	3	2	1	1	2	2	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus fuscus_10	3	3	2	3	3	2	1	1	2	2	2	1	2	1	2	1	1	1	1	3	1	1	2	1	2	4	2	1	4	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus insularum_01	3	3	2	3	4	4	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	3	1	1	2	NA	1	1	2	6	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus insularum_02	3	3	2	3	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	3	1	1	2	NA	1	1	2	6	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus pentadactylus_01	3	3	2	3	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	2	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus pentadactylus_02	3	3	2	3	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	1	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	2	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus latrans_01	3	3	2	3	2	2	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus poecilochilus_01	3	3	2	3	3	2	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	4	2	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Leptodactylus mystacinus_01	3	3	2	3	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	1	1	4	2	1	1	1	4	2	4	1	NA	11	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	2	1	1	2	5	1	1	1	1	1	1	4	1	1	1	3	2	1	2
Physalemus fischeri_01	3	3	2	3	3	1	1	2	1	2	1	1	2	1	1	2	1	2	2	NA	Grueso	2	1	1	3	NA	NA	1	2	2	4	2	1	1	NA	5	1	1	1	1	1	1	2	4	1	5	5	3	1	1	1	2	NA	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	2	1	2
Pleuroderma brachyops_01	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	2	1	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_02	3	3	2	3	2	1	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_03	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_04	3	3	2	3	2	1	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	2	1	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_05	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_06	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_07	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_08	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_09	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pleuroderma brachyops_10	3	3	2	3	2	4	1	2	2	2	2	1	2	1	2	2	1	1	1	3	1	1	1	1	1	2	1	1	1	2	4	2	4	1	NA	11	5	5	5	1	1	1	2	2	1	5	5	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	2	2	2	1	3	2	1	2
Pseudopaludicola pusilla_01	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_02	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_03	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_04	3	2	2	3	3	2	1	2	1	1	2	1	2	1	2	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_05	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_06	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_07	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_08	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_09	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_10	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_11	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_12	3	2	2	3	3	2	1	2	1	1	2	1	2	1	1	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Pseudopaludicola pusilla_13	3	2	2	3	3	2	1	2	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	1	NA	2	5	5	5	1	1	2	NA	2	1	5	5	4	1	1	1	2	NA	1	1	NA	2	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Rheobates palmatus_01	3	1	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	1	2	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_02	3	1	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	2	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_03	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	1	1	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_04	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	2	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_05	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_06	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	1	1	1	3	NA	NA	5	1	1	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	1	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_07	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	1	1	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_08	3	1	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	2	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_09	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Rheobates palmatus_10	3	3	2	3	2	2	2	3	1	2	2	1	2	1	3	1	1	Inditinguible	2	NA	1	2	2	1	3	NA	NA	5	1	2	4	2	4	4	NA	8	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	3	5	2	2	2	2	1	1	4	2	1	3	3	2	2	2
"Allobates niputidea_01
"	3	2	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
"Allobates niputidea_02
"	3	2	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
"Allobates niputidea_03
"	3	3	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
"Allobates niputidea_04
"	3	2	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
"Allobates niputidea_05
"	3	3	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
"Allobates niputidea_06
"	3	2	2	3	2	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	11	5	5	5	1	1	2	NA	1	1	5	3	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_01	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_02	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_03	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_04	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
