Especies	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	C_20	C_21	C_22	C_23	C_24	C_25	C_26	C_27	C_28	C_29	C_30	C_31	C_32	C_33	C_34	C_35	C_36	C_37	C_38	C_39	C_40	C_41	C_42	C_43	C_44	C_45	C_46	C_47	C_48	C_49	C_50	C_51	C_52	C_53	C_54	C_55	C_56	C_57	C_58	C_59	C_60	C_61	C_62	C_63	C_64	C_65	C_66	C_67	C_68	C_69	C_70	C_71
Rhinella humboldti_03	2	2	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_04	1	2	1	1	2	1	1	2	1	1	2	1	2	3	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_05	1	2	1	1	2	1	1	2	1	1	2	1	2	3	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_06	1	2	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_07	1	2	1	1	2	1	1	2	1	1	2	1	2	3	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_08	1	2	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_09	1	2	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_10	1	2	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhaebo haematiticus_01	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	2	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	4	2	1	2	3	2	2	2
Rhaebo haematiticus_02	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_03	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_04	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_05	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_06	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_07	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_08	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Rhaebo haematiticus_09	1	3	1	3	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	3	1	1	1	2	NA	1	1	NA	5	1	1	1	1	2	1	3	2	1	2	3	2	2	2
Gastroteca nicefori _01	3	1	2	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2	1	2	4	2	4	2	2	1	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Gastroteca nicefori _02	3	2	2	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	2	2	1	1	2	1	2	4	2	4	2	2	1	1	1	1	1	2	1	2	4	1	5	1	4	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Gastroteca nicefori _03	3	2	2	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	2	2	1	1	2	1	2	4	2	4	2	2	1	5	5	5	1	1	1	2	4	1	5	1	4	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Atelopus monohernandezi_01	1	3	1	1	3	2	2	2	1	2	2	1	2	2	1	2	1	2	2	NA	3	2	2	1	3	NA	NA	1	1	1	4	2	4	1	NA	1	2	1	1	1	1	2	NA	1	3	5	5	4	1	1	1	2	NA	1	1	NA	7	3	2	2	2	1	1	4	2	1	6	3	2	2	2
Nymphargus griffithsi_01	1	2	1	3	2	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	1	2	1	5	2	3	1	1	4	2	4	3	2	1	5	5	5	1	2	1	NA	2	1	5	5	4	1	1	1	2	NA	1	2	2	2	1	2	1	1	1	1	4	2	1	3	2	2	2	2
Nymphargus griffithsi_02	1	2	1	3	2	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	1	2	1	5	2	3	1	1	4	2	4	3	2	1	5	5	1	1	2	1	2	2	1	5	5	4	1	1	1	2	NA	1	2	2	2	1	2	1	1	1	1	4	2	1	3	2	2	2	2
Nymphargus griffithsi_03	1	2	1	3	2	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	1	2	3	NA	NA	1	1	1	4	2	4	3	2	1	5	5	1	1	2	1	2	2	1	5	5		1	1	1	2	NA	1	2	2	2	1	2	1	1	1	1	4	2	1	3	2	2	2	2
Hyalinobatrachium fleischmanni_01	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	3	2	2	1	3	NA	NA	1	1	1	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_02	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_03	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_04	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_05	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_06	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_07	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_08	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_09	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Hyalinobatrachium fleischmanni_10	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	2	2	NA	1	2	2	1	3	NA	NA	4	1	2	4	2	4	3	NA	8	5	1	2	1	2	1	2	1	1	5	5	4	3	1	1	2	NA	1	1	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Rulyrana adiazeta_01	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	2	4	2	4	3	1	8	1	1	2	1	2	1	2	2	1	5	5	1	3	1	1	2	NA	1	2	3	1	3s	3s	3s	3s	1	1	4	2	1	3	2	2	2	2
Rulyrana adiazeta_02	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	2	4	2	4	3	1	8	1	1	2	1	2	1	2	2	1	5	5	1	3	1	1	2	NA	1	2	3	1	3s	3s	3s	3s	1	1	4	2	1	3	2	2	2	2
Rulyrana adiazeta_03	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	2	4	2	4	3	1	8	1	1	2	1	2	1	2	2	1	5	5	1	3	1	1	2	NA	1	2	3	1	3s	3s	3s	3s	1	1	4	2	1	3	2	2	2	2
Rulyrana adiazeta_04	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	2	4	2	4	3	1	8	1	1	2	1	2	1	2	2	1	5	5	1	3	1	1	2	NA	1	2	3	1	3s	3s	3s	3s	1	1	4	2	1	3	2	2	2	2
Rulyrana adiazeta_05	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	2	4	2	4	3	1	8	1	1	2	1	2	1	2	2	1	5	5	1	3	1	1	2	NA	1	2	3	1	3s	3s	3s	3s	1	1	4	2	1	3	2	2	2	2
Espadarana andina_01	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	3	1	1	4	1	4	3	2	8	1	1	2	1	1	1	2	1	1	5	5	4	3	1	1	2	NA	1	2	2	1	2	2	2	2	1	1	4	2	1	3	2	1	2	2
Espadarana andina_02	1	2	1	3	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	1	1	1	2	1	3	1	1	4	1	4	3	2	8	1	1	2	1	1	1	2	1	1	5	5	4	3	1	1	2	NA	1	2	2	1	2	2	2	2	1	1	4	2	1	3	2	1	2	2
Centrolene buckleyi_01	1	2	1	3	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	3	NA	NA	1	1	1	4	1	4	3	2	8	5	5	5	1	1	1	2	2	1	5	1	1	Presente 	1	1	1	1	1	2	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Centrolene buckleyi_02	2	2	1	3	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	3	NA	NA	1	1	1	4	1	4	3	2	8	5	5	5	1	1	1	2	2	1	5	1	1	Presente 	1	1	1	1	1	2	2	1	2	2	2	2	1	1	4	2	1	3	1	2	2	2
Craugastor raniformis _01	2	2	2	3	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	3	1	1	4	2	4	3	3	12	5	5	5	1	1	2	NA	6	1	5	1	4	1	1	1	2	NA	1	1	2	5	2	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor raniformis _02	2	2	2	3	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	3	1	1	4	2	4	3	3	12	5	5	5	1	1	2	NA	6	1	5	1	4	1	1	1	2	NA	1	1	2	5	2	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_01	2	2	2	3	3	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_02	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_03	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_04	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_05	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_06	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	2	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_07	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	2	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_08	1	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	2	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_09	1	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Craugastor longirostris_10	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	2	4	3	3	12	1	1	1	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	5	1	1	1	1	1	1	4	2	1	3	3	2	2	2
Pristimantis gaigeae_01	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_02	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_03	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_04	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_05	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_06	1	1	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_07	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_08	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_09	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis gaigeae_10	2	1	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	5	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis achatinus_01	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis achatinus_02	2	2	2	3	4	4	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_01	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_02	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_03	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_04	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_05	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_06	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_07	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_08	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_09	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis uisae_10	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	3	2	2	1	1	4	2	4	3	3	7	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	2	NA	1	1	2	1	1	1	1	1	1	1	4	2	1	1	3	2	2	2
Pristimantis thectopternus_01	1	2	2	3	3	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	5	1	4	2	3	3	3	7	1	1	1	1	1	2	NA	4	1	5	5	4	3	1	1	2	NA	1	1	2	1	5	5	5	5	1	1	4	2	5	6	3	2	2	2
Pristimantis taeniatus_01	2	1	2	3	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	1	1	4	2	4	3	3	1	1	1	1	1	1	2	NA	4	1	5	1	4	3	1	1	2	NA	1	1	2	1	5	5	5	5	1	1	4	2	1	3	3	2	2	2
Pristimantis nicefori_01	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_02	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_03	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_04	2	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_05	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_06	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
Pristimantis nicefori_07	1	2	2	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	4	1	4	2	4	3	3	1	5	5	5	1	1	2	NA	4	1	5	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	4	3	2	2	2
